
                  X             Displacement          Force      

                0.                 0.                12.3148     
               50.002E-06         18.0057E-03       133.656      
              100.E-06            35.99E-03         599.326      
              150.001E-06         53.9531E-03       999.799      
              200.E-06            71.9379E-03         1.28866E+03
              250.001E-06         89.9436E-03         1.80656E+03
              300.E-06           107.917E-03          1.89589E+03
              350.001E-06        125.838E-03          1.77127E+03
              400.E-06           143.757E-03          1.86842E+03
              450.001E-06        161.678E-03          1.85035E+03
              500.001E-06        179.655E-03          2.02099E+03
              550.001E-06        197.811E-03          1.97385E+03
              600.001E-06        215.953E-03          1.94264E+03
              650.001E-06        233.877E-03          1.99031E+03
              700.001E-06        251.981E-03          1.95718E+03
              750.001E-06        270.E-03             1.9609E+03 
              800.002E-06        288.122E-03          2.03265E+03
              850.002E-06        306.214E-03          2.03251E+03
              900.002E-06        324.312E-03          2.007E+03  
              950.E-06           342.332E-03          2.03551E+03
                1.E-03           360.404E-03          1.99753E+03
                1.05E-03         378.345E-03          2.02877E+03
                1.1E-03          396.255E-03          2.05479E+03
                1.15E-03         414.431E-03          2.04028E+03
                1.2E-03          432.249E-03          2.05597E+03
                1.25E-03         450.1E-03            2.04184E+03
                1.3E-03          467.711E-03          2.07368E+03
                1.35E-03         485.825E-03          2.06643E+03
                1.4E-03          504.383E-03          2.06907E+03
                1.45E-03         522.932E-03          2.07084E+03
                1.5E-03          541.62E-03           2.0785E+03 
                1.55E-03         559.563E-03          2.07985E+03
                1.6E-03          577.489E-03          2.08377E+03
                1.65E-03         595.415E-03          2.09397E+03
                1.7E-03          613.336E-03          2.09464E+03
                1.75E-03         631.256E-03          2.09646E+03
                1.8E-03          648.847E-03          2.09968E+03
                1.85E-03         667.042E-03          2.10345E+03
                1.9E-03          685.327E-03          2.11071E+03
                1.95E-03         703.613E-03          2.11138E+03
                2.E-03           721.837E-03          2.11414E+03
                2.05E-03         739.253E-03          2.11908E+03
                2.1E-03          756.625E-03          2.1218E+03 
                2.15E-03         773.996E-03          2.12463E+03
                2.2E-03          791.368E-03          2.12628E+03
                2.25E-03         808.739E-03          2.13057E+03
                2.3E-03          826.111E-03          2.13235E+03
                2.35E-03         842.837E-03          2.1348E+03 
                2.4E-03          860.573E-03          2.13707E+03
                2.45E-03         879.773E-03          2.14041E+03
                2.5E-03          898.973E-03          2.14425E+03
                2.55E-03         918.174E-03          2.14592E+03
                2.6E-03          937.374E-03          2.14803E+03
                2.65E-03         956.573E-03          2.15058E+03
                2.7E-03          975.773E-03          2.15426E+03
                2.75E-03         994.499E-03          2.15792E+03
                2.8E-03            1.01299            2.16103E+03
                2.85E-03           1.0313             2.16472E+03
                2.9E-03            1.05041            2.16615E+03
                2.95E-03           1.06961            2.16831E+03
                3.E-03             1.08881            2.17044E+03
                3.05E-03           1.10801            2.17347E+03
                3.1E-03            1.12721            2.17724E+03
                3.15E-03           1.14641            2.18008E+03
                3.2E-03            1.16561            2.18168E+03
                3.25E-03           1.18481            2.1819E+03 
                3.3E-03            1.20401            2.18786E+03
                3.35E-03           1.22321            2.19123E+03
                3.4E-03            1.24241            2.19282E+03
                3.45E-03           1.26161            2.19608E+03
                3.5E-03            1.28081            2.19612E+03
                3.55E-03           1.30001            2.20141E+03
                3.6E-03            1.31921            2.20244E+03
                3.65E-03           1.33841            2.20426E+03
                3.7E-03            1.35743            2.20927E+03
                3.75E-03           1.37389            2.21192E+03
                3.8E-03            1.39034            2.21531E+03
                3.85E-03           1.4068             2.2147E+03 
                3.9E-03            1.42326            2.21803E+03
                3.95E-03           1.44211            2.2198E+03 
                4.E-03             1.46131            2.22441E+03
                4.05E-03           1.48051            2.22593E+03
                4.1E-03            1.49971            2.22821E+03
                4.15E-03           1.51891            2.23083E+03
                4.2E-03            1.53811            2.23177E+03
                4.25E-03           1.55731            2.23315E+03
                4.3E-03            1.57651            2.23002E+03
                4.35E-03           1.59571            2.23656E+03
                4.4E-03            1.61491            2.24778E+03
                4.45E-03           1.63411            2.24265E+03
                4.5E-03            1.65331            2.24355E+03
                4.55E-03           1.67251            2.24778E+03
                4.6E-03            1.69141            2.23628E+03
                4.65E-03           1.70914            2.24314E+03
                4.7E-03            1.72625            2.24827E+03
                4.75E-03           1.74332            2.23726E+03
                4.8E-03            1.76038            2.24662E+03
                4.85E-03           1.77745            2.25306E+03
                4.9E-03            1.79398            2.24255E+03
                4.95E-03           1.80931            2.24906E+03
                5.E-03             1.82437            2.23347E+03




