
                  X             Displacement          Force      

                0.                 0.                12.3148     
               50.002E-06         18.0057E-03       133.61       
              100.E-06            35.99E-03         576.81       
              150.001E-06         53.9531E-03       926.698      
              200.E-06            71.9312E-03         1.15571E+03
              250.001E-06         89.8515E-03         1.26615E+03
              300.E-06           107.771E-03          1.1066E+03 
              350.001E-06        125.692E-03          1.22096E+03
              400.E-06           143.611E-03          1.28137E+03
              450.001E-06        161.532E-03          1.26786E+03
              500.001E-06        179.508E-03          1.37907E+03
              550.001E-06        197.67E-03           1.29689E+03
              600.001E-06        215.833E-03          1.31583E+03
              650.001E-06        233.995E-03          1.34933E+03
              700.001E-06        252.157E-03          1.37206E+03
              750.001E-06        270.173E-03          1.40993E+03
              800.001E-06        288.162E-03          1.40647E+03
              850.001E-06        306.151E-03          1.41886E+03
              900.E-06           324.14E-03           1.43548E+03
              950.E-06           342.129E-03          1.45232E+03
                1.E-03           360.353E-03          1.47249E+03
                1.05E-03         378.842E-03          1.48752E+03
                1.1E-03          397.331E-03          1.49881E+03
                1.15E-03         415.819E-03          1.50881E+03
                1.2E-03          434.309E-03          1.52329E+03
                1.25E-03         452.797E-03          1.54032E+03
                1.3E-03          470.971E-03          1.55095E+03
                1.35E-03         489.104E-03          1.56182E+03
                1.4E-03          507.237E-03          1.5761E+03 
                1.45E-03         525.093E-03          1.58948E+03
                1.5E-03          542.87E-03           1.59991E+03
                1.55E-03         560.648E-03          1.61048E+03
                1.6E-03          578.426E-03          1.6219E+03 
                1.65E-03         596.203E-03          1.63489E+03
                1.7E-03          613.982E-03          1.64387E+03
                1.75E-03         632.664E-03          1.65556E+03
                1.8E-03          651.488E-03          1.6666E+03 
                1.85E-03         670.124E-03          1.67715E+03
                1.9E-03          688.194E-03          1.68768E+03
                1.95E-03         706.265E-03          1.6989E+03 
                2.E-03           723.394E-03          1.70749E+03
                2.05E-03         740.461E-03          1.71761E+03
                2.1E-03          757.622E-03          1.72715E+03
                2.15E-03         776.822E-03          1.73734E+03
                2.2E-03          796.023E-03          1.74749E+03
                2.25E-03         815.223E-03          1.75732E+03
                2.3E-03          834.423E-03          1.76732E+03
                2.35E-03         853.264E-03          1.77713E+03
                2.4E-03          871.662E-03          1.78681E+03
                2.45E-03         890.063E-03          1.79616E+03
                2.5E-03          908.463E-03          1.80507E+03
                2.55E-03         926.864E-03          1.81386E+03
                2.6E-03          945.263E-03          1.82288E+03
                2.65E-03         963.662E-03          1.8316E+03 
                2.7E-03          982.063E-03          1.83997E+03
                2.75E-03           1.00046            1.84847E+03
                2.8E-03            1.01881            1.85679E+03
                2.85E-03           1.03641            1.86482E+03
                2.9E-03            1.05402            1.87289E+03
                2.95E-03           1.07161            1.88072E+03
                3.E-03             1.08921            1.88849E+03
                3.05E-03           1.10681            1.89609E+03
                3.1E-03            1.12442            1.90353E+03
                3.15E-03           1.14201            1.91091E+03
                3.2E-03            1.15961            1.91812E+03
                3.25E-03           1.17722            1.92531E+03
                3.3E-03            1.19482            1.93227E+03
                3.35E-03           1.21241            1.93919E+03
                3.4E-03            1.23001            1.94594E+03
                3.45E-03           1.24761            1.9527E+03 
                3.5E-03            1.26521            1.95926E+03
                3.55E-03           1.28281            1.96582E+03
                3.6E-03            1.3017             1.97271E+03
                3.65E-03           1.32161            1.98006E+03
                3.7E-03            1.3399             1.98728E+03
                3.75E-03           1.35818            1.99429E+03
                3.8E-03            1.37647            2.00128E+03
                3.85E-03           1.39476            2.00813E+03
                3.9E-03            1.41304            2.01486E+03
                3.95E-03           1.42933            2.02072E+03
                4.E-03             1.44533            2.02638E+03
                4.05E-03           1.46133            2.03199E+03
                4.1E-03            1.47733            2.03752E+03
                4.15E-03           1.49333            2.043E+03  
                4.2E-03            1.50933            2.04843E+03
                4.25E-03           1.52533            2.05383E+03
                4.3E-03            1.54133            2.05913E+03
                4.35E-03           1.55733            2.0644E+03 
                4.4E-03            1.57333            2.06962E+03
                4.45E-03           1.58933            2.07479E+03
                4.5E-03            1.60533            2.07987E+03
                4.55E-03           1.62133            2.08487E+03
                4.6E-03            1.63733            2.08984E+03
                4.65E-03           1.65333            2.09479E+03
                4.7E-03            1.66933            2.09972E+03
                4.75E-03           1.68533            2.10456E+03
                4.8E-03            1.70133            2.10937E+03
                4.85E-03           1.71733            2.11409E+03
                4.9E-03            1.73333            2.11881E+03
                4.95E-03           1.74933            2.12346E+03
                5.E-03             1.76533            2.12811E+03




