
                  X             Displacement          Force      

                0.                 0.                12.3148     
               50.002E-06         18.0057E-03       133.656      
              100.E-06            35.99E-03         599.326      
              150.001E-06         53.9531E-03         1.00746E+03
              200.E-06            71.938E-03          1.2982E+03 
              250.001E-06         89.9437E-03         1.86824E+03
              300.E-06           107.949E-03          2.09536E+03
              350.001E-06        125.934E-03          2.12166E+03
              400.E-06           143.853E-03          2.21514E+03
              450.001E-06        161.774E-03          2.30633E+03
              500.001E-06        179.75E-03           2.46909E+03
              550.001E-06        197.913E-03          2.52114E+03
              600.001E-06        216.075E-03          2.47203E+03
              650.001E-06        234.237E-03          2.54549E+03
              700.001E-06        252.399E-03          2.56879E+03
              750.001E-06        270.39E-03           2.60186E+03
              800.001E-06        288.379E-03          2.66326E+03
              850.001E-06        306.368E-03          2.67957E+03
              900.E-06           324.357E-03          2.70114E+03
              950.E-06           342.346E-03          2.73756E+03
                1.E-03           360.203E-03          2.76738E+03
                1.05E-03         378.691E-03          2.81043E+03
                1.1E-03          397.181E-03          2.81908E+03
                1.15E-03         415.669E-03          2.83668E+03
                1.2E-03          434.158E-03          2.8625E+03 
                1.25E-03         452.647E-03          2.88763E+03
                1.3E-03          471.136E-03          2.89729E+03
                1.35E-03         489.624E-03          2.92553E+03
                1.4E-03          508.113E-03          2.948E+03  
                1.45E-03         526.602E-03          2.96726E+03
                1.5E-03          545.091E-03          2.98649E+03
                1.55E-03         563.58E-03           3.00332E+03
                1.6E-03          582.069E-03          3.02138E+03
                1.65E-03         600.558E-03          3.0424E+03 
                1.7E-03          618.458E-03          3.0569E+03 
                1.75E-03         636.237E-03          3.07324E+03
                1.8E-03          654.015E-03          3.08704E+03
                1.85E-03         671.792E-03          3.10571E+03
                1.9E-03          689.57E-03           3.12196E+03
                1.95E-03         707.364E-03          3.13552E+03
                2.E-03           725.052E-03          3.15015E+03
                2.05E-03         742.118E-03          3.1643E+03 
                2.1E-03          759.185E-03          3.17932E+03
                2.15E-03         776.252E-03          3.19157E+03
                2.2E-03          793.318E-03          3.20539E+03
                2.25E-03         812.161E-03          3.21976E+03
                2.3E-03          831.361E-03          3.23454E+03
                2.35E-03         850.131E-03          3.24908E+03
                2.4E-03          868.531E-03          3.26291E+03
                2.45E-03         886.931E-03          3.27635E+03
                2.5E-03          905.331E-03          3.28981E+03
                2.55E-03         923.73E-03           3.30254E+03
                2.6E-03          942.146E-03          3.31497E+03
                2.65E-03         961.346E-03          3.32822E+03
                2.7E-03          980.545E-03          3.3412E+03 
                2.75E-03         999.077E-03          3.35353E+03
                2.8E-03            1.01764            3.3663E+03 
                2.85E-03           1.03592            3.37846E+03
                2.9E-03            1.05421            3.39083E+03
                2.95E-03           1.07249            3.40274E+03
                3.E-03             1.09078            3.4141E+03 
                3.05E-03           1.10906            3.42537E+03
                3.1E-03            1.12735            3.43639E+03
                3.15E-03           1.14564            3.4474E+03 
                3.2E-03            1.16287            3.45813E+03
                3.25E-03           1.17972            3.46845E+03
                3.3E-03            1.19618            3.47879E+03
                3.35E-03           1.21263            3.48899E+03
                3.4E-03            1.2291             3.49863E+03
                3.45E-03           1.24662            3.50903E+03
                3.5E-03            1.26566            3.51996E+03
                3.55E-03           1.28482            3.53094E+03
                3.6E-03            1.30402            3.54153E+03
                3.65E-03           1.32322            3.55216E+03
                3.7E-03            1.34242            3.56256E+03
                3.75E-03           1.36162            3.5725E+03 
                3.8E-03            1.38082            3.5825E+03 
                3.85E-03           1.39851            3.59236E+03
                3.9E-03            1.41606            3.60205E+03
                3.95E-03           1.43314            3.61155E+03
                4.E-03             1.45026            3.62097E+03
                4.05E-03           1.46733            3.6302E+03 
                4.1E-03            1.48439            3.63938E+03
                4.15E-03           1.50146            3.64838E+03
                4.2E-03            1.51853            3.65723E+03
                4.25E-03           1.53559            3.66608E+03
                4.3E-03            1.55266            3.67485E+03
                4.35E-03           1.56973            3.68338E+03
                4.4E-03            1.58679            3.69235E+03
                4.45E-03           1.60386            3.70068E+03
                4.5E-03            1.62093            3.7094E+03 
                4.55E-03           1.63799            3.71785E+03
                4.6E-03            1.65506            3.72661E+03
                4.65E-03           1.67213            3.73495E+03
                4.7E-03            1.68919            3.74365E+03
                4.75E-03           1.70626            3.75192E+03
                4.8E-03            1.72333            3.76058E+03
                4.85E-03           1.74039            3.76859E+03
                4.9E-03            1.75746            3.77666E+03
                4.95E-03           1.77453            3.78477E+03
                5.E-03             1.7916             3.79259E+03




