
                  X             Displacement          Force      

                0.                 0.                12.3148     
               50.002E-06         18.0057E-03       133.656      
              100.E-06            35.99E-03         599.326      
              150.001E-06         53.9531E-03         1.00757E+03
              200.E-06            71.938E-03          1.29922E+03
              250.001E-06         89.9437E-03         1.87361E+03
              300.E-06           107.949E-03          2.12771E+03
              350.001E-06        125.951E-03          2.1903E+03 
              400.E-06           143.871E-03          2.34044E+03
              450.001E-06        161.791E-03          2.46688E+03
              500.001E-06        179.768E-03          2.80473E+03
              550.001E-06        197.93E-03           2.91206E+03
              600.001E-06        216.092E-03          2.86635E+03
              650.001E-06        234.254E-03          2.94172E+03
              700.001E-06        252.407E-03          3.00556E+03
              750.001E-06        270.396E-03          3.03853E+03
              800.001E-06        288.385E-03          3.09914E+03
              850.001E-06        306.375E-03          3.12694E+03
              900.E-06           324.364E-03          3.13116E+03
              950.E-06           342.353E-03          3.16078E+03
                1.E-03           360.577E-03          3.20891E+03
                1.05E-03         378.864E-03          3.23694E+03
                1.1E-03          396.996E-03          3.25224E+03
                1.15E-03         415.13E-03           3.27195E+03
                1.2E-03          433.263E-03          3.2867E+03 
                1.25E-03         451.397E-03          3.29955E+03
                1.3E-03          469.53E-03           3.32868E+03
                1.35E-03         487.663E-03          3.3416E+03 
                1.4E-03          505.796E-03          3.36266E+03
                1.45E-03         523.634E-03          3.3738E+03 
                1.5E-03          541.412E-03          3.39347E+03
                1.55E-03         559.189E-03          3.40953E+03
                1.6E-03          576.968E-03          3.42405E+03
                1.65E-03         594.746E-03          3.43623E+03
                1.7E-03          612.523E-03          3.44772E+03
                1.75E-03         630.301E-03          3.46319E+03
                1.8E-03          648.342E-03          3.47656E+03
                1.85E-03         666.412E-03          3.48989E+03
                1.9E-03          684.485E-03          3.50123E+03
                1.95E-03         702.625E-03          3.51237E+03
                2.E-03           719.774E-03          3.52364E+03
                2.05E-03         738.278E-03          3.53551E+03
                2.1E-03          757.478E-03          3.54729E+03
                2.15E-03         776.208E-03          3.55788E+03
                2.2E-03          794.609E-03          3.56891E+03
                2.25E-03         813.008E-03          3.57994E+03
                2.3E-03          831.409E-03          3.59079E+03
                2.35E-03         849.808E-03          3.60148E+03
                2.4E-03          868.191E-03          3.61076E+03
                2.45E-03         886.066E-03          3.62004E+03
                2.5E-03          904.203E-03          3.62974E+03
                2.55E-03         922.551E-03          3.63957E+03
                2.6E-03          940.838E-03          3.64924E+03
                2.65E-03         959.122E-03          3.65839E+03
                2.7E-03          976.959E-03          3.66718E+03
                2.75E-03         994.599E-03          3.67609E+03
                2.8E-03            1.01203            3.68417E+03
                2.85E-03           1.02943            3.69291E+03
                2.9E-03            1.04618            3.70115E+03
                2.95E-03           1.06279            3.70887E+03
                3.E-03             1.07943            3.71695E+03
                3.05E-03           1.09739            3.72537E+03
                3.1E-03            1.11613            3.73361E+03
                3.15E-03           1.13517            3.74225E+03
                3.2E-03            1.15437            3.75038E+03
                3.25E-03           1.17357            3.7584E+03 
                3.3E-03            1.19277            3.76628E+03
                3.35E-03           1.21197            3.77391E+03
                3.4E-03            1.23117            3.78172E+03
                3.45E-03           1.24952            3.78924E+03
                3.5E-03            1.26681            3.79684E+03
                3.55E-03           1.28407            3.80439E+03
                3.6E-03            1.30124            3.81114E+03
                3.65E-03           1.31839            3.81874E+03
                3.7E-03            1.33549            3.82569E+03
                3.75E-03           1.35257            3.83264E+03
                3.8E-03            1.36966            3.83952E+03
                3.85E-03           1.38673            3.84606E+03
                3.9E-03            1.40379            3.85247E+03
                3.95E-03           1.42086            3.85965E+03
                4.E-03             1.43793            3.86624E+03
                4.05E-03           1.45499            3.87203E+03
                4.1E-03            1.47206            3.88002E+03
                4.15E-03           1.48913            3.88558E+03
                4.2E-03            1.50619            3.88888E+03
                4.25E-03           1.52326            3.89614E+03
                4.3E-03            1.54033            3.90279E+03
                4.35E-03           1.55739            3.90835E+03
                4.4E-03            1.57446            3.91599E+03
                4.45E-03           1.59152            3.92303E+03
                4.5E-03            1.60859            3.92792E+03
                4.55E-03           1.62566            3.93494E+03
                4.6E-03            1.64272            3.93964E+03
                4.65E-03           1.65979            3.9474E+03 
                4.7E-03            1.67686            3.95477E+03
                4.75E-03           1.69392            3.96127E+03
                4.8E-03            1.71099            3.96467E+03
                4.85E-03           1.72806            3.97238E+03
                4.9E-03            1.74513            3.97823E+03
                4.95E-03           1.76219            3.98447E+03
                5.E-03             1.77926            3.99174E+03




