
                  X             Displacement          Force      

                0.                 0.                 3.09212    
              100.001E-06         11.9989E-03         1.44215E+03
              200.012E-06         23.9952E-03         2.80074E+03
              300.004E-06         35.9957E-03         4.19648E+03
              400.003E-06         47.9956E-03         5.63606E+03
              500.001E-06         59.9954E-03         6.99106E+03
              600.013E-06         71.9967E-03         8.32377E+03
              700.011E-06         83.9966E-03         9.73413E+03
              800.01E-06          95.9964E-03        11.118E+03  
              900.008E-06        107.975E-03         12.417E+03  
                1.00001E-03      119.947E-03         13.7637E+03 
                1.10001E-03      131.919E-03         15.169E+03  
                1.2E-03          143.891E-03         16.5398E+03 
                1.3E-03          155.863E-03         17.8669E+03 
                1.4E-03          167.836E-03         19.1748E+03 
                1.50001E-03      179.81E-03          20.4726E+03 
                1.60001E-03      191.782E-03         21.7255E+03 
                1.70001E-03      203.816E-03         22.8627E+03 
                1.8E-03          215.837E-03         24.0065E+03 
                1.90001E-03      227.859E-03         25.0458E+03 
                2.E-03           239.83E-03          25.9613E+03 
                2.1E-03          251.747E-03         26.6031E+03 
                2.20001E-03      263.666E-03         26.7028E+03 
                2.30001E-03      275.768E-03         26.7005E+03 
                2.40001E-03      287.894E-03         26.6959E+03 
                2.50001E-03      299.99E-03          26.6827E+03 
                2.60001E-03      312.004E-03         26.668E+03  
                2.70001E-03      324.018E-03         26.6159E+03 
                2.80001E-03      336.032E-03         26.5378E+03 
                2.90001E-03      348.046E-03         26.4631E+03 
                3.00001E-03      360.06E-03          26.3873E+03 
                3.10001E-03      372.074E-03         26.296E+03  
                3.20001E-03      384.088E-03         26.1915E+03 
                3.30001E-03      396.04E-03          26.0836E+03 
                3.40001E-03      407.942E-03         25.9779E+03 
                3.5E-03          419.844E-03         25.8687E+03 
                3.60001E-03      431.763E-03         25.7491E+03 
                3.7E-03          443.876E-03         25.6216E+03 
                3.80001E-03      455.992E-03         25.4924E+03 
                3.9E-03          468.039E-03         25.3616E+03 
                4.00001E-03      480.04E-03          25.2279E+03 
                4.10001E-03      492.041E-03         25.0897E+03 
                4.20001E-03      503.992E-03         24.9436E+03 
                4.30001E-03      515.879E-03         24.7921E+03 
                4.4E-03          527.764E-03         24.6396E+03 
                4.50001E-03      539.65E-03          24.485E+03  
                4.6E-03          551.535E-03         24.3219E+03 
                4.70001E-03      563.422E-03         24.1511E+03 
                4.80001E-03      575.308E-03         23.9793E+03 
                4.9E-03          587.291E-03         23.8013E+03 
                5.00001E-03      599.262E-03         23.6147E+03 
                5.1E-03          611.247E-03         23.4218E+03 
                5.2E-03          623.29E-03          23.2253E+03 
                5.3E-03          635.271E-03         23.0246E+03 
                5.40001E-03      647.263E-03         22.8153E+03 
                5.50001E-03      659.297E-03         22.5996E+03 
                5.6E-03          671.214E-03         22.3817E+03 
                5.70001E-03      683.283E-03         22.1545E+03 
                5.8E-03          695.27E-03          21.9226E+03 
                5.90001E-03      707.257E-03         21.6851E+03 
                6.00001E-03      719.296E-03         21.4409E+03 
                6.1E-03          731.23E-03          21.1943E+03 
                6.2E-03          743.3E-03           20.9396E+03 
                6.30001E-03      755.207E-03         20.6836E+03 
                6.40001E-03      767.299E-03         20.4188E+03 
                6.5E-03          779.228E-03         20.1535E+03 
                6.6E-03          791.303E-03         19.8809E+03 
                6.70001E-03      803.329E-03         19.6059E+03 
                6.8E-03          815.247E-03         19.3279E+03 
                6.90001E-03      827.293E-03         19.0417E+03 
                7.E-03           839.096E-03         18.7588E+03 
                7.1E-03          851.373E-03         18.4607E+03 
                7.20001E-03      863.32E-03          18.166E+03  
                7.3E-03          875.218E-03         17.8671E+03 
                7.4E-03          887.104E-03         17.5637E+03 
                7.5E-03          898.818E-03         17.2638E+03 
                7.6E-03          910.707E-03         16.9557E+03 
                7.7E-03          922.912E-03         16.6416E+03 
                7.8E-03          935.06E-03          16.329E+03  
                7.9E-03          947.327E-03         16.015E+03  
                8.E-03           959.594E-03         15.6997E+03 
                8.1E-03          971.423E-03         15.387E+03  
                8.2E-03          983.157E-03         15.0809E+03 
                8.3E-03          994.469E-03         14.782E+03  
                8.4E-03            1.00551           14.4904E+03 
                8.5E-03            1.01799           14.1572E+03 
                8.6E-03            1.03079           13.8257E+03 
                8.7E-03            1.04359           13.505E+03  
                8.8E-03            1.05603           13.1953E+03 
                8.9E-03            1.06755           12.8966E+03 
                9.E-03             1.07906           12.6108E+03 
                9.1E-03            1.09058           12.3356E+03 
                9.2E-03            1.10211           12.0705E+03 
                9.3E-03            1.11362           11.8162E+03 
                9.4E-03            1.12461           11.5722E+03 
                9.5E-03            1.13741           11.2815E+03 
                9.6E-03            1.15021           11.0057E+03 
                9.7E-03            1.16301           10.7421E+03 
                9.8E-03            1.17581           10.4905E+03 
                9.9E-03            1.18861           10.2512E+03 
               10.E-03             1.20141           10.0261E+03 




