"displacement,mm","force,kN","force,N"
0.0,0.00877679,8.77679
0.0159997,1.7308599999999998,1730.86
0.0320044,3.5348200000000003,3534.82
0.0479975,5.09007,5090.07
0.0639906,6.56837,6568.37
0.0799837,8.557950000000002,8557.95
0.0959768,9.9653,9965.3
0.111966,10.2693,10269.3
0.127959,10.5118,10511.8
0.143952,10.6939,10693.9
0.159953,10.8139,10813.9
0.175985,10.9525,10952.5
0.192016,11.08,11080.0
0.208048,11.1779,11177.9
0.224079,11.2739,11273.9
0.240111,11.369700000000002,11369.7
0.256139,11.4538,11453.8
0.27217,11.5269,11526.9
0.288202,11.600299999999999,11600.3
0.304234,11.663200000000002,11663.2
0.320265,11.7248,11724.8
0.336296,11.7819,11781.9
0.352328,11.8297,11829.7
0.368356,11.8779,11877.9
0.384387,11.923,11923.0
0.400419,11.9631,11963.1
0.416451,12.0019,12001.9
0.432482,12.033100000000001,12033.1
0.448513,12.0652,12065.2
0.464545,12.094700000000001,12094.7
0.480577,12.1218,12121.8
0.496605,12.145299999999999,12145.3
0.512636,12.1683,12168.3
0.528668,12.187299999999999,12187.3
0.544699,12.205200000000001,12205.2
0.56073,12.220600000000001,12220.6
0.576763,12.235100000000001,12235.1
0.592794,12.2482,12248.2
0.608826,12.2589,12258.9
0.624854,12.2684,12268.4
0.640743,12.276700000000002,12276.7
0.656616,12.2836,12283.6
0.672494,12.2894,12289.4
0.688372,12.2939,12293.9
0.70425,12.2975,12297.5
0.720127,12.2999,12299.9
0.736001,12.3014,12301.4
0.75188,12.302,12302.0
0.767757,12.3018,12301.8
0.783634,12.300799999999999,12300.8
0.799508,12.299,12299.0
0.815387,12.2966,12296.6
0.831265,12.2934,12293.4
0.847142,12.289700000000002,12289.7
0.863021,12.285200000000001,12285.2
0.878895,12.2802,12280.2
0.894772,12.274600000000001,12274.6
0.910649,12.2685,12268.5
0.926528,12.2618,12261.8
0.942402,12.2545,12254.5
0.958279,12.2468,12246.8
0.974156,12.2386,12238.6
0.990035,12.2299,12229.9
1.006,12.220799999999999,12220.8
1.02199,12.211200000000002,12211.2
1.03799,12.2011,12201.1
1.054,12.1905,12190.5
1.07,12.1795,12179.5
1.08599,12.1681,12168.1
1.10199,12.1562,12156.2
1.118,12.1439,12143.9
1.134,12.1311,12131.1
1.15,12.117799999999999,12117.8
1.16599,12.1041,12104.1
1.18199,12.09,12090.0
1.198,12.0754,12075.4
1.214,12.0604,12060.4
1.22999,12.0448,12044.8
1.24599,12.0288,12028.8
1.26199,12.0124,12012.4
1.278,11.9954,11995.4
1.294,11.9779,11977.9
1.30999,11.9599,11959.9
1.326,11.9414,11941.4
1.342,11.9224,11922.4
1.358,11.9028,11902.8
1.37399,11.8826,11882.6
1.38999,11.8619,11861.9
1.406,11.8406,11840.6
1.422,11.818700000000002,11818.7
1.438,11.7962,11796.2
1.45399,11.773,11773.0
1.46999,11.7491,11749.1
1.486,11.7246,11724.6
1.502,11.6994,11699.4
1.51799,11.673399999999999,11673.4
1.53399,11.646700000000001,11646.7
1.55,11.619200000000001,11619.2
1.56599,11.5909,11590.9
1.582,11.5617,11561.7
1.59799,11.5317,11531.7
