"displacement,mm","force,kN","force,N"
0.0,0.00416753,4.16753
0.0200011,1.43707,1437.07
0.0400051,2.90051,2900.51
0.0599947,4.43098,4430.98
0.0799874,5.68307,5683.07
0.0999767,7.27963,7279.63
0.119945,8.61698,8616.98
0.139913,10.175,10175.0
0.159881,11.529100000000001,11529.1
0.179849,12.9938,12993.8
0.199818,14.4588,14458.8
0.219786,15.7551,15755.1
0.239754,17.3149,17314.9
0.259722,18.605900000000002,18605.9
0.279687,20.101,20101.0
0.299655,21.5276,21527.6
0.319624,22.889200000000002,22889.2
0.339592,24.346400000000003,24346.4
0.35956,25.2527,25252.7
0.379528,25.350900000000003,25350.9
0.399572,25.5186,25518.6
0.419703,25.577,25577.0
0.439831,25.5761,25576.1
0.459958,25.5652,25565.2
0.480089,25.564700000000002,25564.7
0.500214,25.5543,25554.3
0.520238,25.521,25521.0
0.540266,25.468799999999998,25468.8
0.560291,25.4043,25404.3
0.580315,25.333099999999998,25333.1
0.600343,25.2584,25258.4
0.620368,25.1818,25181.8
0.640396,25.104200000000002,25104.2
0.66042,25.0227,25022.7
0.680445,24.936799999999998,24936.8
0.700472,24.844900000000003,24844.9
0.720497,24.7377,24737.7
0.740522,24.631,24631.0
0.76055,24.5092,24509.2
0.780575,24.3869,24386.9
0.800599,24.2528,24252.8
0.820627,24.1169,24116.9
0.840652,23.9724,23972.4
0.860679,23.8233,23823.3
0.880703,23.668599999999998,23668.6
0.900729,23.5038,23503.8
0.920756,23.3388,23338.8
0.940781,23.1636,23163.6
0.960805,22.988,22988.0
0.980834,22.803400000000003,22803.4
1.00086,22.615000000000002,22615.0
1.02104,22.4219,22421.9
1.04127,22.2211,22221.1
1.06151,22.0194,22019.4
1.08174,21.8061,21806.1
1.10178,19.911099999999998,19911.1
1.12168,21.7335,21733.5
1.14114,20.751900000000003,20751.9
1.16115,18.884,18884.0
1.18142,19.3364,19336.4
1.20166,19.5452,19545.2
1.22139,20.598599999999998,20598.6
1.24134,20.127299999999998,20127.3
1.26148,19.9644,19964.4
1.28151,19.5936,19593.6
1.30126,19.4678,19467.8
1.32086,19.1584,19158.4
1.34101,18.8594,18859.4
1.36106,18.5645,18564.5
1.38112,18.369799999999998,18369.8
1.40117,18.101200000000002,18101.2
1.42121,17.779700000000002,17779.7
1.44124,17.5835,17583.5
1.46091,17.241200000000003,17241.2
1.48123,17.1004,17100.4
1.50107,16.795099999999998,16795.1
1.52101,16.6334,16633.4
1.54117,16.294700000000002,16294.7
1.56135,16.1069,16106.9
1.5818,15.8384,15838.4
1.60231,15.589,15589.0
1.62228,15.3863,15386.3
1.64216,15.1735,15173.5
1.66166,15.0455,15045.5
1.68105,14.757700000000002,14757.7
1.70083,14.593700000000002,14593.7
1.72159,14.3895,14389.5
1.74227,14.2204,14220.4
1.76251,13.9963,13996.3
1.78249,13.8484,13848.4
1.80243,13.6774,13677.4
1.82168,13.552299999999999,13552.3
1.84092,13.331299999999999,13331.3
1.86014,13.1993,13199.3
1.8808,13.0464,13046.4
1.90172,12.9281,12928.1
1.92259,12.807,12807.0
1.94269,12.65,12650.0
1.96279,12.536200000000001,12536.2
1.98285,12.4125,12412.5
2.00226,12.3269,12326.9
