
                  X             Displacement          Force      

                0.                 0.                 4.16753    
              100.007E-06         20.0011E-03         1.43707E+03
              200.006E-06         40.0051E-03         2.90051E+03
              300.006E-06         59.9947E-03         4.43098E+03
              400.007E-06         79.9874E-03         5.68307E+03
              500.008E-06         99.9767E-03         7.27963E+03
              600.008E-06        119.945E-03          8.61698E+03
              700.009E-06        139.913E-03         10.175E+03  
              800.01E-06         159.881E-03         11.5291E+03 
              900.011E-06        179.849E-03         12.9938E+03 
                1.00001E-03      199.818E-03         14.4588E+03 
                1.10001E-03      219.786E-03         15.7551E+03 
                1.20001E-03      239.754E-03         17.3149E+03 
                1.30001E-03      259.722E-03         18.6059E+03 
                1.4E-03          279.687E-03         20.101E+03  
                1.5E-03          299.655E-03         21.5276E+03 
                1.6E-03          319.624E-03         22.8892E+03 
                1.7E-03          339.592E-03         24.3464E+03 
                1.8E-03          359.56E-03          25.2527E+03 
                1.9E-03          379.528E-03         25.3509E+03 
                2.E-03           399.572E-03         25.5186E+03 
                2.10001E-03      419.703E-03         25.577E+03  
                2.20001E-03      439.831E-03         25.5761E+03 
                2.3E-03          459.958E-03         25.5652E+03 
                2.40001E-03      480.089E-03         25.5647E+03 
                2.50001E-03      500.214E-03         25.5543E+03 
                2.6E-03          520.238E-03         25.521E+03  
                2.70001E-03      540.266E-03         25.4688E+03 
                2.80001E-03      560.291E-03         25.4043E+03 
                2.9E-03          580.315E-03         25.3331E+03 
                3.00001E-03      600.343E-03         25.2584E+03 
                3.1E-03          620.368E-03         25.1818E+03 
                3.20001E-03      640.396E-03         25.1042E+03 
                3.30001E-03      660.42E-03          25.0227E+03 
                3.4E-03          680.445E-03         24.9368E+03 
                3.50001E-03      700.472E-03         24.8449E+03 
                3.60001E-03      720.497E-03         24.7377E+03 
                3.7E-03          740.522E-03         24.631E+03  
                3.80001E-03      760.55E-03          24.5092E+03 
                3.90001E-03      780.575E-03         24.3869E+03 
                4.E-03           800.599E-03         24.2528E+03 
                4.10001E-03      820.627E-03         24.1169E+03 
                4.2E-03          840.652E-03         23.9724E+03 
                4.30001E-03      860.679E-03         23.8233E+03 
                4.40001E-03      880.703E-03         23.6686E+03 
                4.5E-03          900.729E-03         23.5038E+03 
                4.60001E-03      920.756E-03         23.3388E+03 
                4.70001E-03      940.781E-03         23.1636E+03 
                4.8E-03          960.805E-03         22.988E+03  
                4.90001E-03      980.834E-03         22.8034E+03 
                5.00001E-03        1.00086           22.615E+03  
                5.1E-03            1.02104           22.4219E+03 
                5.20001E-03        1.04127           22.2211E+03 
                5.3E-03            1.06151           22.0194E+03 
                5.40001E-03        1.08174           21.8061E+03 
                5.50001E-03        1.10178           19.9111E+03 
                5.60001E-03        1.12168           21.7335E+03 
                5.70001E-03        1.14114           20.7519E+03 
                5.80001E-03        1.16115           18.884E+03  
                5.90001E-03        1.18142           19.3364E+03 
                6.00001E-03        1.20166           19.5452E+03 
                6.1E-03            1.22139           20.5986E+03 
                6.2E-03            1.24134           20.1273E+03 
                6.3E-03            1.26148           19.9644E+03 
                6.40001E-03        1.28151           19.5936E+03 
                6.50001E-03        1.30126           19.4678E+03 
                6.6E-03            1.32086           19.1584E+03 
                6.7E-03            1.34101           18.8594E+03 
                6.8E-03            1.36106           18.5645E+03 
                6.90001E-03        1.38112           18.3698E+03 
                7.E-03             1.40117           18.1012E+03 
                7.10001E-03        1.42121           17.7797E+03 
                7.2E-03            1.44124           17.5835E+03 
                7.30001E-03        1.46091           17.2412E+03 
                7.4E-03            1.48123           17.1004E+03 
                7.5E-03            1.50107           16.7951E+03 
                7.6E-03            1.52101           16.6334E+03 
                7.70001E-03        1.54117           16.2947E+03 
                7.80001E-03        1.56135           16.1069E+03 
                7.9E-03            1.5818            15.8384E+03 
                8.E-03             1.60231           15.589E+03  
                8.10001E-03        1.62228           15.3863E+03 
                8.20001E-03        1.64216           15.1735E+03 
                8.30001E-03        1.66166           15.0455E+03 
                8.4E-03            1.68105           14.7577E+03 
                8.5E-03            1.70083           14.5937E+03 
                8.60001E-03        1.72159           14.3895E+03 
                8.7E-03            1.74227           14.2204E+03 
                8.80001E-03        1.76251           13.9963E+03 
                8.9E-03            1.78249           13.8484E+03 
                9.00001E-03        1.80243           13.6774E+03 
                9.10001E-03        1.82168           13.5523E+03 
                9.2E-03            1.84092           13.3313E+03 
                9.30001E-03        1.86014           13.1993E+03 
                9.4E-03            1.8808            13.0464E+03 
                9.5E-03            1.90172           12.9281E+03 
                9.6E-03            1.92259           12.807E+03  
                9.7E-03            1.94269           12.65E+03   
                9.8E-03            1.96279           12.5362E+03 
                9.9E-03            1.98285           12.4125E+03 
               10.E-03             2.00226           12.3269E+03 




