
                  X             Displacement          Force      

                0.                 0.                12.3148     
               50.002E-06         18.0057E-03       133.656      
              100.E-06            35.99E-03         599.326      
              150.001E-06         53.9531E-03         1.00483E+03
              200.E-06            71.938E-03          1.29523E+03
              250.001E-06         89.9437E-03         1.84524E+03
              300.E-06           107.949E-03          2.00114E+03
              350.001E-06        125.883E-03          1.98995E+03
              400.E-06           143.803E-03          2.07954E+03
              450.001E-06        161.723E-03          2.20943E+03
              500.001E-06        179.7E-03            2.3836E+03 
              550.001E-06        197.862E-03          2.38327E+03
              600.001E-06        216.024E-03          2.35995E+03
              650.001E-06        234.024E-03          2.43121E+03
              700.001E-06        252.013E-03          2.46587E+03
              750.001E-06        270.002E-03          2.53938E+03
              800.001E-06        287.991E-03          2.55235E+03
              850.001E-06        305.981E-03          2.54457E+03
              900.E-06           323.97E-03           2.55908E+03
              950.E-06           341.959E-03          2.56255E+03
                1.E-03           360.183E-03          2.58971E+03
                1.05E-03         378.542E-03          2.59166E+03
                1.1E-03          396.626E-03          2.5856E+03 
                1.15E-03         414.682E-03          2.59401E+03
                1.2E-03          432.787E-03          2.59594E+03
                1.25E-03         450.861E-03          2.60048E+03
                1.3E-03          468.796E-03          2.61398E+03
                1.35E-03         486.759E-03          2.60712E+03
                1.4E-03          504.816E-03          2.61001E+03
                1.45E-03         522.937E-03          2.61317E+03
                1.5E-03          540.926E-03          2.6193E+03 
                1.55E-03         558.848E-03          2.62174E+03
                1.6E-03          576.768E-03          2.62533E+03
                1.65E-03         594.688E-03          2.62325E+03
                1.7E-03          612.457E-03          2.62955E+03
                1.75E-03         630.342E-03          2.63263E+03
                1.8E-03          648.626E-03          2.63387E+03
                1.85E-03         666.912E-03          2.63688E+03
                1.9E-03          685.04E-03           2.63789E+03
                1.95E-03         702.421E-03          2.64016E+03
                2.E-03           719.793E-03          2.64191E+03
                2.05E-03         737.164E-03          2.64386E+03
                2.1E-03          754.536E-03          2.64487E+03
                2.15E-03         771.908E-03          2.64405E+03
                2.2E-03          789.055E-03          2.649E+03  
                2.25E-03         805.636E-03          2.65052E+03
                2.3E-03          822.258E-03          2.65187E+03
                2.35E-03         840.481E-03          2.6542E+03 
                2.4E-03          859.433E-03          2.65921E+03
                2.45E-03         878.631E-03          2.66074E+03
                2.5E-03          897.828E-03          2.66278E+03
                2.55E-03         917.028E-03          2.66569E+03
                2.6E-03          936.101E-03          2.66829E+03
                2.65E-03         954.475E-03          2.67088E+03
                2.7E-03          972.64E-03           2.67338E+03
                2.75E-03         990.787E-03          2.67563E+03
                2.8E-03            1.00892            2.67843E+03
                2.85E-03           1.02685            2.68014E+03
                2.9E-03            1.04409            2.68287E+03
                2.95E-03           1.06117            2.68627E+03
                3.E-03             1.07824            2.6891E+03 
                3.05E-03           1.09531            2.69087E+03
                3.1E-03            1.11237            2.69412E+03
                3.15E-03           1.12944            2.69478E+03
                3.2E-03            1.14651            2.69649E+03
                3.25E-03           1.16357            2.70155E+03
                3.3E-03            1.18064            2.7052E+03 
                3.35E-03           1.19997            2.70654E+03
                3.4E-03            1.22045            2.7086E+03 
                3.45E-03           1.24093            2.70644E+03
                3.5E-03            1.25925            2.70857E+03
                3.55E-03           1.27717            2.71117E+03
                3.6E-03            1.29509            2.71148E+03
                3.65E-03           1.31301            2.71371E+03
                3.7E-03            1.33093            2.71543E+03
                3.75E-03           1.34885            2.71754E+03
                3.8E-03            1.36677            2.71714E+03
                3.85E-03           1.38469            2.71797E+03
                3.9E-03            1.40261            2.71658E+03
                3.95E-03           1.42445            2.71955E+03
                4.E-03             1.44685            2.72838E+03
                4.05E-03           1.46925            2.71989E+03
                4.1E-03            1.49165            2.72046E+03
                4.15E-03           1.51405            2.71434E+03
                4.2E-03            1.53524            2.722E+03  
                4.25E-03           1.55451            2.72796E+03
                4.3E-03            1.57371            2.73057E+03
                4.35E-03           1.59291            2.7186E+03 
                4.4E-03            1.61211            2.71908E+03
                4.45E-03           1.63131            2.70417E+03
                4.5E-03            1.65051            2.72114E+03
                4.55E-03           1.66971            2.72509E+03
                4.6E-03            1.68891            2.70026E+03
                4.65E-03           1.70811            2.71122E+03
                4.7E-03            1.72731            2.71977E+03
                4.75E-03           1.74651            2.71479E+03
                4.8E-03            1.76571            2.69833E+03
                4.85E-03           1.78491            2.70041E+03
                4.9E-03            1.80411            2.71748E+03
                4.95E-03           1.82331            2.70966E+03
                5.E-03             1.84251            2.70462E+03




