"displacement,mm","force,kN","force,N"
0.0,0.00877679,8.77679
0.0159997,1.7308599999999998,1730.86
0.0320044,3.5348200000000003,3534.82
0.0479975,5.09007,5090.07
0.0639906,6.56837,6568.37
0.0799837,8.55908,8559.08
0.0959768,10.3018,10301.8
0.111966,11.7228,11722.8
0.127959,13.586,13586.0
0.143952,15.196200000000001,15196.2
0.159953,16.730900000000002,16730.9
0.175985,18.7692,18769.2
0.192016,20.286900000000003,20286.9
0.208048,21.666900000000002,21666.9
0.224079,23.5787,23578.7
0.240111,24.898,24898.0
0.256139,25.5036,25503.6
0.27217,25.6376,25637.6
0.288202,25.6973,25697.3
0.304234,25.7235,25723.5
0.320265,25.7551,25755.1
0.336296,25.742700000000003,25742.7
0.352328,25.6996,25699.6
0.368356,25.672900000000002,25672.9
0.384387,25.6427,25642.7
0.400419,25.585700000000003,25585.7
0.416451,25.5125,25512.5
0.432482,25.460700000000003,25460.7
0.448513,25.3929,25392.9
0.464545,25.3062,25306.2
0.480577,25.228,25228.0
0.496605,25.155099999999997,25155.1
0.512636,25.0628,25062.8
0.528668,24.9692,24969.2
0.544699,24.886400000000002,24886.4
0.56073,24.7927,24792.7
0.576763,24.690099999999997,24690.1
0.592794,24.595,24595.0
0.608826,24.4962,24496.2
0.624854,24.3848,24384.8
0.640743,24.2756,24275.6
0.656616,24.166,24166.0
0.672494,24.0455,24045.5
0.688372,23.922400000000003,23922.4
0.70425,23.800900000000002,23800.9
0.720127,23.6713,23671.3
0.736001,23.5347,23534.7
0.751879,23.3972,23397.2
0.767757,23.2575,23257.5
0.783634,23.1113,23111.3
0.799508,22.9588,22958.8
0.815387,22.802500000000002,22802.5
0.831265,22.643400000000003,22643.4
0.847142,22.4802,22480.2
0.863019,22.3119,22311.9
0.878895,22.1382,22138.2
0.894772,21.959500000000002,21959.5
0.910649,21.776200000000003,21776.2
0.926528,21.588400000000004,21588.4
0.942402,21.3963,21396.3
0.958279,21.1995,21199.5
0.974156,20.997700000000002,20997.7
0.990035,20.7908,20790.8
1.0059,20.5781,20578.1
1.02192,20.358700000000002,20358.7
1.03792,20.134,20134.0
1.05392,19.9038,19903.8
1.06992,19.668200000000002,19668.2
1.08591,19.427,19427.0
1.1019,19.180200000000003,19180.2
1.11789,18.927599999999998,18927.6
1.13392,18.668599999999998,18668.6
1.14994,18.4035,18403.5
1.16594,18.1328,18132.8
1.18193,17.8562,17856.2
1.19792,17.5742,17574.2
1.2139,17.2866,17286.6
1.22987,16.9938,16993.8
1.2459,16.695,16695.0
1.26168,16.3966,16396.6
1.27793,16.0848,16084.8
1.29384,15.7759,15775.9
1.30982,15.4631,15463.1
1.32599,15.145,15145.0
1.3418,14.832799999999999,14832.8
1.35782,14.517,14517.0
1.37396,14.1996,14199.6
1.38979,13.89,13890.0
1.40579,13.5799,13579.9
1.422,13.267700000000001,13267.7
1.43788,12.9655,12965.5
1.45352,12.6736,12673.6
1.46997,12.3735,12373.5
1.486,12.087200000000001,12087.2
1.50181,11.8149,11814.9
1.51761,11.553,11553.0
1.53394,11.2916,11291.6
1.55009,11.0459,11045.9
1.56584,10.8156,10815.6
1.58138,10.5996,10599.6
1.59788,10.3809,10380.9
