"strain,-","stress,MPa","stress,Pa"
0.099,1703.3389674216821,1703338967.4216821
0.0995,1703.34032050153,1703340320.50153
0.1,1703.3416236123817,1703341623.6123817
0.1005,1703.3428785995836,1703342878.5995836
0.101,1703.3440872403335,1703344087.2403336
0.1015,1703.3452512461972,1703345251.2461972
0.102,1703.3463722655333,1703346372.2655332
0.1025,1703.3474518858266,1703347451.8858266
0.103,1703.348491635936,1703348491.635936
0.1035,1703.3494929882606,1703349492.9882607
0.104,1703.3504573608234,1703350457.3608234
0.1045,1703.3513861192805,1703351386.1192806
0.105,1703.3522805788546,1703352280.5788546
0.1055,1703.353142006197,1703353142.006197
0.106,1703.3539716211824,1703353971.6211824
0.1065,1703.354770598635,1703354770.598635
0.107,1703.3555400699938,1703355540.0699937
0.1075,1703.3562811249135,1703356281.1249135
0.108,1703.356994812808,1703356994.8128078
0.1085,1703.3576821443362,1703357682.1443362
0.109,1703.3583440928348,1703358344.092835
0.1095,1703.3589815956939,1703358981.5956938
0.11,1703.359595555687,1703359595.555687
0.1105,1703.3601868422477,1703360186.8422477
0.111,1703.3607562927018,1703360756.2927017
0.1115,1703.3613047134527,1703361304.7134526
0.112,1703.3618328811237,1703361832.8811238
0.1125,1703.3623415436575,1703362341.5436575
0.113,1703.3628314213752,1703362831.4213753
0.1135,1703.3633032079968,1703363303.2079968
0.114,1703.363757571623,1703363757.5716228
0.1145,1703.364195155682,1703364195.1556818
0.115,1703.36461657984,1703364616.57984
0.1155,1703.3650224408798,1703365022.4408798
0.116,1703.3654133135442,1703365413.3135443
0.1165,1703.365789751351,1703365789.751351
0.117,1703.3661522873774,1703366152.2873774
0.1175,1703.3665014350133,1703366501.4350133
0.118,1703.3668376886897,1703366837.6886897
0.1185,1703.367161524578,1703367161.524578
0.119,1703.3674734012652,1703367473.4012651
0.1195,1703.3677737604023,1703367773.7604022
0.12,1703.3680630273304,1703368063.0273304
0.1205,1703.3683416116828,1703368341.611683
0.121,1703.3686099079648,1703368609.9079647
0.1215,1703.3688682961135,1703368868.2961135
0.122,1703.3691171420342,1703369117.142034
0.1225,1703.3693567981195,1703369356.7981195
0.123,1703.3695876037489,1703369587.6037488
0.1235,1703.3698098857676,1703369809.8857677
0.124,1703.3700239589514,1703370023.9589515
0.1245,1703.3702301264507,1703370230.1264508
0.125,1703.3704286802213,1703370428.6802213
0.1255,1703.3706199014368,1703370619.9014368
0.126,1703.3708040608874,1703370804.0608873
0.1265,1703.3709814193621,1703370981.419362
0.127,1703.3711522280205,1703371152.2280204
0.1275,1703.3713167287456,1703371316.7287455
0.128,1703.3714751544885,1703371475.1544886
0.1285,1703.371627729597,1703371627.729597
0.129,1703.3717746701345,1703371774.6701345
0.1295,1703.371916184184,1703371916.184184
0.13,1703.3720524721452,1703372052.4721453
0.1305,1703.3721837270164,1703372183.7270164
0.131,1703.3723101346686,1703372310.1346686
0.1315,1703.3724318741092,1703372431.8741093
0.132,1703.3725491177338,1703372549.1177337
0.1325,1703.3726620315726,1703372662.0315726
0.133,1703.3727707755236,1703372770.7755237
0.1335,1703.37287550358,1703372875.5035799
0.134,1703.3729763640479,1703372976.3640478
0.1345,1703.3730734997569,1703373073.4997568
0.135,1703.3731670482616,1703373167.0482616
0.1355,1703.373257142037,1703373257.142037
0.136,1703.373343908665,1703373343.908665
0.1365,1703.3734274710173,1703373427.4710174
0.137,1703.3735079474268,1703373507.9474268
0.1375,1703.373585451857,1703373585.451857
0.138,1703.3736600940626,1703373660.0940626
0.1385,1703.373731979745,1703373731.979745
0.139,1703.3738012107017,1703373801.2107017
0.1395,1703.3738678849718,1703373867.8849719
0.14,1703.373932096973,1703373932.096973
0.1405,1703.3739939376367,1703373993.9376366
0.141,1703.3740534945357,1703374053.4945357
0.1415,1703.374110852009,1703374110.8520088
0.142,1703.3741660912813,1703374166.0912812
0.1425,1703.374219290577,1703374219.290577
0.143,1703.3742705252323,1703374270.5252323
0.1435,1703.374319867801,1703374319.867801
0.144,1703.3743673881575,1703374367.3881574
0.1445,1703.3744131535957,1703374413.1535957
0.145,1703.3744572289245,1703374457.2289245
0.1455,1703.3744996765595,1703374499.6765594
0.146,1703.3745405566108,1703374540.5566108
0.1465,1703.374579926969,1703374579.926969
0.147,1703.374617843387,1703374617.8433871
0.1475,1703.3746543595587,1703374654.3595586
0.148,1703.3746895271947,1703374689.5271947
0.1485,1703.374723396096,1703374723.396096
0.149,1703.374756014225,1703374756.014225
0.1495,1703.3747874277724,1703374787.4277723
0.15,1703.374817681223,1703374817.681223
0.1505,1703.3748468174192,1703374846.8174193
0.151,1703.3748748776209,1703374874.877621
0.1515,1703.3749019015643,1703374901.9015644
0.152,1703.3749279275182,1703374927.9275181
0.1525,1703.3749529923384,1703374952.9923384
0.153,1703.3749771315195,1703374977.1315196
0.1535,1703.3750003792447,1703375000.3792448
0.154,1703.3750227684357,1703375022.7684357
0.1545,1703.375044330798,1703375044.330798
0.155,1703.375065096866,1703375065.096866
0.1555,1703.3750850960469,1703375085.096047
0.156,1703.3751043566615,1703375104.3566616
0.1565,1703.375122905985,1703375122.905985
0.157,1703.3751407702855,1703375140.7702856
0.1575,1703.3751579748607,1703375157.9748607
0.158,1703.3751745440738,1703375174.5440738
0.1585,1703.375190501389,1703375190.501389
0.159,1703.3752058694033,1703375205.8694034
0.1595,1703.3752206698796,1703375220.6698797
0.16,1703.3752349237768,1703375234.9237769
0.1605,1703.3752486512803,1703375248.6512804
0.161,1703.3752618718297,1703375261.8718297
0.1615,1703.3752746041464,1703375274.6041465
0.162,1703.375286866261,1703375286.866261
0.1625,1703.3752986755378,1703375298.6755378
0.163,1703.3753100487002,1703375310.0487
0.1635,1703.3753210018538,1703375321.0018537
0.164,1703.3753315505094,1703375331.5505095
0.1645,1703.375341709605,1703375341.709605
0.165,1703.375351493527,1703375351.493527
0.1655,1703.3753609161306,1703375360.9161305
0.166,1703.375369990759,1703375369.9907591
0.1665,1703.3753787302633,1703375378.7302632
0.167,1703.375387147019,1703375387.147019
0.1675,1703.3753952529455,1703375395.2529454
0.168,1703.3754030595214,1703375403.0595214
0.1685,1703.375410577802,1703375410.5778022
0.169,1703.375417818434,1703375417.818434
0.1695,1703.3754247916706,1703375424.7916706
0.17,1703.375431507387,1703375431.507387
0.1705,1703.375437975093,1703375437.9750931
0.171,1703.3754442039478,1703375444.2039478
0.1715,1703.375450202772,1703375450.2027721
0.172,1703.375455980061,1703375455.9800608
0.1725,1703.3754615439957,1703375461.5439956
0.173,1703.3754669024552,1703375466.902455
0.1735,1703.3754720630277,1703375472.0630276
0.174,1703.375477033021,1703375477.033021
0.1745,1703.3754818194736,1703375481.8194737
0.175,1703.3754864291634,1703375486.4291635
0.1755,1703.3754908686183,1703375490.8686182
0.176,1703.3754951441247,1703375495.1441247
0.1765,1703.3754992617373,1703375499.2617373
0.177,1703.3755032272875,1703375503.2272875
0.1775,1703.3755070463903,1703375507.0463903
0.178,1703.3755107244547,1703375510.7244546
0.1785,1703.3755142666887,1703375514.2666886
0.179,1703.3755176781085,1703375517.6781085
0.1795,1703.3755209635453,1703375520.9635453
0.18,1703.3755241276515,1703375524.1276515
0.1805,1703.3755271749078,1703375527.1749077
0.181,1703.3755301096294,1703375530.1096294
0.1815,1703.3755329359724,1703375532.9359725
0.182,1703.375535657939,1703375535.657939
0.1825,1703.3755382793838,1703375538.279384
0.183,1703.3755408040192,1703375540.8040192
0.1835,1703.3755432354203,1703375543.2354202
0.184,1703.3755455770302,1703375545.5770302
0.1845,1703.3755478321648,1703375547.8321648
0.185,1703.3755500040177,1703375550.0040176
0.1855,1703.3755520956643,1703375552.0956643
0.186,1703.375554110067,1703375554.1100671
0.1865,1703.375556050078,1703375556.0500782
0.187,1703.3755579184449,1703375557.9184449
0.1875,1703.3755597178133,1703375559.7178133
0.188,1703.3755614507313,1703375561.4507313
0.1885,1703.375563119653,1703375563.119653
0.189,1703.3755647269415,1703375564.7269416
0.1895,1703.3755662748736,1703375566.2748735
0.19,1703.3755677656404,1703375567.7656405
0.1905,1703.3755692013535,1703375569.2013535
0.191,1703.3755705840463,1703375570.5840464
0.1915,1703.3755719156761,1703375571.915676
0.192,1703.3755731981294,1703375573.1981294
0.1925,1703.3755744332216,1703375574.4332216
0.193,1703.3755756227024,1703375575.6227024
0.1935,1703.3755767682555,1703375576.7682555
0.194,1703.375577871504,1703375577.871504
0.1945,1703.3755789340094,1703375578.9340093
0.195,1703.3755799572768,1703375579.9572768
0.1955,1703.375580942755,1703375580.942755
0.196,1703.3755818918398,1703375581.8918397
0.1965,1703.375582805875,1703375582.805875
0.197,1703.3755836861549,1703375583.6861548
0.1975,1703.3755845339265,1703375584.5339265
0.198,1703.3755853503899,1703375585.35039
0.1985,1703.3755861367015,1703375586.1367016
0.199,1703.3755868939747,1703375586.8939748
0.1995,1703.375587623282,1703375587.623282
0.2,1703.375588325656,1703375588.325656
0.2005,1703.3755890020916,1703375589.0020916
0.201,1703.3755896535463,1703375589.6535463
0.2015,1703.375590280943,1703375590.280943
0.202,1703.3755908851704,1703375590.8851705
0.2025,1703.3755914670833,1703375591.4670832
0.203,1703.3755920275066,1703375592.0275066
0.2035,1703.3755925672335,1703375592.5672336
0.204,1703.3755930870282,1703375593.0870283
0.2045,1703.3755935876272,1703375593.5876272
0.205,1703.375594069739,1703375594.069739
0.2055,1703.3755945340465,1703375594.5340464
0.206,1703.3755949812073,1703375594.9812074
0.2065,1703.3755954118546,1703375595.4118547
0.207,1703.375595826598,1703375595.8265982
0.2075,1703.3755962260252,1703375596.226025
0.208,1703.3755966107015,1703375596.6107016
0.2085,1703.3755969811716,1703375596.9811716
0.209,1703.3755973379607,1703375597.3379607
0.2095,1703.3755976815733,1703375597.6815732
0.21,1703.3755980124965,1703375598.0124965
0.2105,1703.3755983311987,1703375598.3311987
0.211,1703.3755986381314,1703375598.6381314
0.2115,1703.375598933729,1703375598.933729
0.212,1703.3755992184103,1703375599.2184103
0.2125,1703.3755994925784,1703375599.4925785
0.213,1703.3755997566213,1703375599.7566214
0.2135,1703.3756000109136,1703375600.0109136
0.214,1703.3756002558146,1703375600.2558146
0.2145,1703.3756004916715,1703375600.4916716
0.215,1703.3756007188183,1703375600.7188182
0.2155,1703.3756009375766,1703375600.9375765
0.216,1703.375601148256,1703375601.148256
0.2165,1703.3756013511552,1703375601.3511553
0.217,1703.3756015465615,1703375601.5465615
0.2175,1703.3756017347512,1703375601.7347512
0.218,1703.3756019159914,1703375601.9159913
0.2185,1703.3756020905382,1703375602.0905383
0.219,1703.375602258639,1703375602.258639
0.2195,1703.375602420532,1703375602.420532
0.22,1703.3756025764465,1703375602.5764465
0.2205,1703.3756027266027,1703375602.7266026
0.221,1703.375602871214,1703375602.871214
0.2215,1703.3756030104846,1703375603.0104847
0.222,1703.375603144612,1703375603.1446118
0.2225,1703.375603273786,1703375603.273786
0.223,1703.37560339819,1703375603.39819
0.2235,1703.3756035179995,1703375603.5179994
0.224,1703.3756036333843,1703375603.6333842
0.2245,1703.3756037445082,1703375603.7445083
0.225,1703.3756038515285,1703375603.8515284
0.2255,1703.3756039545963,1703375603.9545963
0.226,1703.3756040538578,1703375604.0538578
0.2265,1703.3756041494537,1703375604.1494536
0.227,1703.375604241519,1703375604.2415192
0.2275,1703.3756043301846,1703375604.3301847
0.228,1703.375604415576,1703375604.415576
0.2285,1703.3756044978136,1703375604.4978137
0.229,1703.3756045770142,1703375604.5770142
0.2295,1703.3756046532899,1703375604.6532898
0.23,1703.3756047267489,1703375604.726749
0.2305,1703.375604797495,1703375604.7974951
0.231,1703.3756048656285,1703375604.8656285
0.2315,1703.3756049312458,1703375604.9312458
0.232,1703.3756049944398,1703375604.9944398
0.2325,1703.3756050553002,1703375605.0553002
0.233,1703.375605113913,1703375605.113913
0.2335,1703.3756051703613,1703375605.1703613
0.234,1703.3756052247247,1703375605.2247248
0.2345,1703.3756052770807,1703375605.2770808
0.235,1703.375605327503,1703375605.327503
0.2355,1703.3756053760635,1703375605.3760636
0.236,1703.3756054228306,1703375605.4228306
0.2365,1703.3756054678704,1703375605.4678705
0.237,1703.3756055112472,1703375605.5112472
0.2375,1703.3756055530218,1703375605.553022
0.238,1703.3756055932538,1703375605.5932539
0.2385,1703.375605632,1703375605.632
0.239,1703.3756056693153,1703375605.6693153
0.2395,1703.3756057052526,1703375605.7052526
0.24,1703.3756057398627,1703375605.7398627
0.2405,1703.3756057731948,1703375605.7731948
0.241,1703.375605805296,1703375605.805296
0.2415,1703.3756058362114,1703375605.8362114
0.242,1703.3756058659853,1703375605.8659854
0.2425,1703.3756058946597,1703375605.8946598
0.243,1703.3756059222749,1703375605.9222748
0.2435,1703.3756059488705,1703375605.9488707
0.244,1703.3756059744837,1703375605.9744837
0.2445,1703.3756059991513,1703375605.9991512
0.245,1703.375606022908,1703375606.022908
0.2455,1703.375606045787,1703375606.045787
0.246,1703.3756060678213,1703375606.0678213
0.2465,1703.3756060890419,1703375606.089042
0.247,1703.3756061094787,1703375606.1094787
0.2475,1703.3756061291608,1703375606.129161
0.248,1703.3756061481163,1703375606.1481164
0.2485,1703.3756061663714,1703375606.1663713
0.249,1703.3756061839524,1703375606.1839523
0.2495,1703.3756062008842,1703375606.2008843
0.25,1703.3756062171908,1703375606.2171907
0.2505,1703.3756062328953,1703375606.2328954
0.251,1703.3756062480197,1703375606.2480197
0.2515,1703.3756062625855,1703375606.2625854
0.252,1703.3756062766133,1703375606.2766132
0.2525,1703.3756062901234,1703375606.2901235
0.253,1703.3756063031342,1703375606.3031342
0.2535,1703.3756063156648,1703375606.3156648
0.254,1703.3756063277324,1703375606.3277323
0.2545,1703.3756063393546,1703375606.3393545
0.255,1703.3756063505475,1703375606.3505476
0.2555,1703.3756063613268,1703375606.361327
0.256,1703.3756063717083,1703375606.3717082
0.2565,1703.3756063817063,1703375606.3817062
0.257,1703.3756063913352,1703375606.3913352
0.2575,1703.3756064006084,1703375606.4006083
0.258,1703.3756064095392,1703375606.4095392
0.2585,1703.3756064181403,1703375606.4181402
0.259,1703.3756064264235,1703375606.4264235
0.2595,1703.3756064344009,1703375606.4344008
0.26,1703.3756064420838,1703375606.4420838
0.2605,1703.3756064494828,1703375606.449483
0.261,1703.3756064566087,1703375606.4566088
0.2615,1703.3756064634715,1703375606.4634714
0.262,1703.3756064700806,1703375606.4700806
0.2625,1703.375606476446,1703375606.476446
0.263,1703.375606482576,1703375606.482576
0.2635,1703.3756064884797,1703375606.4884796
0.264,1703.3756064941654,1703375606.4941654
0.2645,1703.3756064996412,1703375606.4996412
0.265,1703.3756065049147,1703375606.5049148
0.2655,1703.3756065099933,1703375606.5099933
0.266,1703.3756065148846,1703375606.5148845
0.2665,1703.3756065195953,1703375606.5195954
0.267,1703.3756065241319,1703375606.5241318
0.2675,1703.3756065285008,1703375606.5285008
0.268,1703.3756065327086,1703375606.5327086
0.2685,1703.3756065367609,1703375606.5367608
0.269,1703.3756065406637,1703375606.5406637
0.2695,1703.3756065444222,1703375606.5444221
0.27,1703.375606548042,1703375606.548042
0.2705,1703.375606551528,1703375606.5515282
0.271,1703.3756065548853,1703375606.5548854
0.2715,1703.3756065581188,1703375606.5581188
0.272,1703.3756065612326,1703375606.5612326
0.2725,1703.3756065642317,1703375606.5642316
0.273,1703.3756065671198,1703375606.5671198
0.2735,1703.3756065699013,1703375606.5699012
0.274,1703.3756065725802,1703375606.57258
0.2745,1703.37560657516,1703375606.57516
0.275,1703.3756065776447,1703375606.5776446
0.2755,1703.3756065800376,1703375606.5800376
0.276,1703.375606582342,1703375606.582342
0.2765,1703.3756065845614,1703375606.5845613
0.277,1703.3756065866987,1703375606.5866988
0.2775,1703.3756065887574,1703375606.5887573
0.278,1703.3756065907398,1703375606.5907397
0.2785,1703.375606592649,1703375606.592649
0.279,1703.3756065944879,1703375606.594488
0.2795,1703.3756065962586,1703375606.5962586
0.28,1703.3756065979642,1703375606.5979643
0.2805,1703.3756065996065,1703375606.5996065
0.281,1703.3756066011883,1703375606.6011884
0.2815,1703.3756066027117,1703375606.6027117
0.282,1703.375606604179,1703375606.604179
0.2825,1703.3756066055919,1703375606.6055918
0.283,1703.3756066069527,1703375606.6069527
0.2835,1703.375606608263,1703375606.608263
0.284,1703.3756066095252,1703375606.6095252
0.2845,1703.3756066107408,1703375606.6107407
0.285,1703.3756066119113,1703375606.6119113
0.2855,1703.3756066130388,1703375606.6130388
0.286,1703.3756066141245,1703375606.6141245
0.2865,1703.3756066151702,1703375606.6151702
0.287,1703.3756066161773,1703375606.6161773
0.2875,1703.375606617147,1703375606.617147
0.288,1703.375606618081,1703375606.618081
0.2885,1703.3756066189808,1703375606.618981
0.289,1703.375606619847,1703375606.619847
0.2895,1703.3756066206813,1703375606.6206813
0.29,1703.3756066214848,1703375606.6214848
0.2905,1703.3756066222586,1703375606.6222587
0.291,1703.375606623004,1703375606.623004
0.2915,1703.3756066237218,1703375606.6237218
0.292,1703.375606624413,1703375606.624413
0.2925,1703.3756066250787,1703375606.6250787
0.293,1703.3756066257197,1703375606.6257198
0.2935,1703.3756066263372,1703375606.6263373
0.294,1703.3756066269318,1703375606.626932
0.2945,1703.3756066275046,1703375606.6275046
0.295,1703.3756066280562,1703375606.6280563
0.2955,1703.3756066285873,1703375606.6285872
0.296,1703.375606629099,1703375606.629099
0.2965,1703.3756066295914,1703375606.6295915
0.297,1703.375606630066,1703375606.630066
0.2975,1703.375606630523,1703375606.630523
0.298,1703.375606630963,1703375606.6309628
0.2985,1703.3756066313867,1703375606.6313868
0.299,1703.375606631795,1703375606.6317952
0.2995,1703.375606632188,1703375606.632188
0.3,1703.3756066325666,1703375606.6325667
0.3005,1703.3756066329313,1703375606.6329312
0.301,1703.3756066332824,1703375606.6332824
0.3015,1703.3756066336205,1703375606.6336205
0.302,1703.3756066339463,1703375606.6339462
0.3025,1703.3756066342598,1703375606.63426
0.303,1703.375606634562,1703375606.634562
0.3035,1703.3756066348528,1703375606.634853
0.304,1703.375606635133,1703375606.635133
0.3045,1703.3756066354028,1703375606.635403
0.305,1703.3756066356627,1703375606.6356628
0.3055,1703.3756066359128,1703375606.635913
0.306,1703.375606636154,1703375606.6361542
0.3065,1703.375606636386,1703375606.636386
0.307,1703.3756066366097,1703375606.6366098
0.3075,1703.375606636825,1703375606.636825
0.308,1703.3756066370322,1703375606.6370323
0.3085,1703.375606637232,1703375606.637232
0.309,1703.3756066374242,1703375606.6374242
0.3095,1703.3756066376095,1703375606.6376095
0.31,1703.3756066377878,1703375606.6377878
0.3105,1703.3756066379597,1703375606.6379597
0.311,1703.3756066381252,1703375606.6381252
0.3115,1703.3756066382844,1703375606.6382844
0.312,1703.3756066384378,1703375606.6384377
0.3125,1703.3756066385856,1703375606.6385856
0.313,1703.375606638728,1703375606.638728
0.3135,1703.375606638865,1703375606.638865
0.314,1703.375606638997,1703375606.6389968
0.3145,1703.375606639124,1703375606.6391242
0.315,1703.3756066392466,1703375606.6392467
0.3155,1703.3756066393644,1703375606.6393645
0.316,1703.375606639478,1703375606.639478
