"displacement,mm","force,kN","force,N"
-0.0,0.0,0.0
1e-13,1.08566e-12,1.08566e-09
2e-13,6.7941e-13,6.7941e-10
3.5e-13,6.76342e-14,6.76342e-11
5.75e-13,5.3359799999999996e-15,5.33598e-12
9.125e-13,5.240700000000001e-16,5.2407e-13
1.41875e-12,5.23466e-17,5.23466e-14
2.17813e-12,5.23341e-18,5.23341e-15
3.31719e-12,5.23388e-19,5.23388e-16
5.02578e-12,5.2337100000000006e-20,5.23371e-17
7.58867e-12,5.23344e-21,5.23344e-18
1.1433e-11,5.23285e-22,5.23285e-19
1.71995e-11,5.23247e-23,5.23247e-20
2.58493e-11,5.231940000000001e-24,5.23194e-21
3.88239e-11,5.23123e-25,5.23123e-22
5.82859e-11,5.230200000000001e-26,5.2302e-23
8.74788e-11,5.2286699999999996e-27,5.22867e-24
1.31268e-10,5.22639e-28,5.22639e-25
1.96952e-10,5.22296e-29,5.22296e-26
2.86952e-10,5.2182700000000005e-30,5.21827e-27
3.76952e-10,5.21357e-31,5.21357e-28
4.66952e-10,5.20888e-32,5.20888e-29
5.56952e-10,5.20418e-33,5.20418e-30
6.46952e-10,5.19949e-34,5.19949e-31
7.36952e-10,5.1948e-35,5.1948e-32
8.26952e-10,5.1901100000000004e-36,5.19011e-33
9.16952e-10,5.18541e-37,5.18541e-34
1.00695e-09,4.87811e-10,4.87811e-07
1.09695e-09,1.3041600000000002e-09,1.30416e-06
1.18695e-09,2.11992e-09,2.11992e-06
1.27695e-09,2.93459e-09,2.93459e-06
1.36695e-09,3.65782e-09,3.65782e-06
1.45695e-09,4.230060000000001e-09,4.23006e-06
1.54695e-09,4.59977e-09,4.59977e-06
1.63695e-09,4.88041e-09,4.88041e-06
1.72695e-09,5.13591e-09,5.13591e-06
1.81695e-09,5.36651e-09,5.36651e-06
1.90695e-09,5.56525e-09,5.56525e-06
1.99695e-09,5.73814e-09,5.73814e-06
2.08695e-09,5.89364e-09,5.89364e-06
2.17695e-09,6.03781e-09,6.03781e-06
2.26695e-09,6.17377e-09,6.17377e-06
2.35695e-09,6.3039400000000005e-09,6.30394e-06
2.44695e-09,6.43036e-09,6.43036e-06
2.53695e-09,6.55425e-09,6.55425e-06
2.62695e-09,6.6760000000000005e-09,6.676e-06
2.71695e-09,6.79558e-09,6.79558e-06
2.80695e-09,6.91306e-09,6.91306e-06
2.89695e-09,7.02847e-09,7.02847e-06
2.98695e-09,7.14186e-09,7.14186e-06
3.07695e-09,7.25303e-09,7.25303e-06
3.16695e-09,7.36185e-09,7.36185e-06
3.25695e-09,7.46818e-09,7.46818e-06
3.34695e-09,7.57169e-09,7.57169e-06
3.43695e-09,7.67184e-09,7.67184e-06
3.52695e-09,7.76811e-09,7.76811e-06
3.61695e-09,7.86022e-09,7.86022e-06
3.70695e-09,7.948290000000001e-09,7.94829e-06
3.79695e-09,8.0326e-09,8.0326e-06
3.88695e-09,8.11347e-09,8.11347e-06
3.97695e-09,8.19114e-09,8.19114e-06
4.06695e-09,8.2657e-09,8.2657e-06
4.15695e-09,8.33717e-09,8.33717e-06
4.24695e-09,8.40551e-09,8.40551e-06
4.33695e-09,8.47072e-09,8.47072e-06
4.42695e-09,8.53283e-09,8.53283e-06
4.51695e-09,8.59199e-09,8.59199e-06
4.60695e-09,8.648480000000002e-09,8.64848e-06
4.69695e-09,8.70257e-09,8.70257e-06
4.78695e-09,8.75456e-09,8.75456e-06
4.87695e-09,8.80466e-09,8.80466e-06
4.96695e-09,8.853069999999999e-09,8.85307e-06
5.05695e-09,8.89991e-09,8.89991e-06
5.14695e-09,8.94525e-09,8.94525e-06
5.23695e-09,8.98915e-09,8.98915e-06
5.32695e-09,9.03164e-09,9.03164e-06
5.41695e-09,9.072750000000001e-09,9.07275e-06
5.50695e-09,9.112549999999999e-09,9.11255e-06
5.59695e-09,9.15115e-09,9.15115e-06
5.68695e-09,9.18864e-09,9.18864e-06
5.77695e-09,9.22512e-09,9.22512e-06
5.86695e-09,9.26069e-09,9.26069e-06
5.95695e-09,9.295400000000002e-09,9.2954e-06
6.04695e-09,9.329279999999999e-09,9.32928e-06
6.13695e-09,1.07061e-08,1.07061e-05
6.22695e-09,1.2452000000000001e-08,1.2452e-05
6.31695e-09,1.4109100000000001e-08,1.41091e-05
6.40695e-09,1.5698900000000002e-08,1.56989e-05
6.49695e-09,1.72083e-08,1.72083e-05
6.58695e-09,1.8616800000000003e-08,1.86168e-05
6.67695e-09,1.99123e-08,1.99123e-05
6.76695e-09,2.10948e-08,2.10948e-05
6.85695e-09,2.21558e-08,2.21558e-05
6.94695e-09,2.31066e-08,2.31066e-05
7.03695e-09,2.39474e-08,2.39474e-05
7.12695e-09,2.46766e-08,2.46766e-05
7.21695e-09,2.5312000000000002e-08,2.5312e-05
7.30695e-09,2.58738e-08,2.58738e-05
7.39695e-09,2.63725e-08,2.63725e-05
7.48695e-09,2.6820200000000002e-08,2.68202e-05
7.57695e-09,2.72292e-08,2.72292e-05
7.66695e-09,2.76073e-08,2.76073e-05
7.75695e-09,2.79595e-08,2.79595e-05
7.84695e-09,2.82889e-08,2.82889e-05
7.93695e-09,2.8598800000000003e-08,2.85988e-05
8.02695e-09,2.8892e-08,2.8892e-05
8.11695e-09,2.9170600000000002e-08,2.91706e-05
8.20695e-09,2.94365e-08,2.94365e-05
8.29695e-09,2.9690900000000002e-08,2.96909e-05
8.38695e-09,2.99346e-08,2.99346e-05
8.47695e-09,3.01683e-08,3.01683e-05
8.56695e-09,3.03925e-08,3.03925e-05
8.65695e-09,3.06079e-08,3.06079e-05
8.74695e-09,3.0815200000000006e-08,3.08152e-05
8.83695e-09,3.10149e-08,3.10149e-05
8.92695e-09,3.12077e-08,3.12077e-05
9.01695e-09,3.13941e-08,3.13941e-05
9.10695e-09,3.15747e-08,3.15747e-05
9.19695e-09,3.17499e-08,3.17499e-05
9.28695e-09,3.19202e-08,3.19202e-05
9.37695e-09,3.2086e-08,3.2086e-05
9.46695e-09,3.22477e-08,3.22477e-05
9.55695e-09,3.24054e-08,3.24054e-05
9.64695e-09,3.25593e-08,3.25593e-05
9.73695e-09,3.2709600000000005e-08,3.27096e-05
9.82695e-09,3.28563e-08,3.28563e-05
9.91695e-09,3.2999500000000004e-08,3.29995e-05
1.0007e-08,3.3139400000000005e-08,3.31394e-05
1.0097e-08,3.3276e-08,3.3276e-05
1.0187e-08,3.34095e-08,3.34095e-05
1.0277e-08,3.35402e-08,3.35402e-05
1.0367e-08,3.36682e-08,3.36682e-05
1.0457e-08,3.37936e-08,3.37936e-05
1.0547e-08,3.39167e-08,3.39167e-05
1.0637e-08,3.4037400000000004e-08,3.40374e-05
1.0727e-08,3.4156000000000005e-08,3.4156e-05
1.0817e-08,3.4272500000000005e-08,3.42725e-05
1.0907e-08,3.4386900000000003e-08,3.43869e-05
1.0997e-08,3.4499599999999996e-08,3.44996e-05
1.1087e-08,3.46607e-08,3.46607e-05
1.1177e-08,3.5029e-08,3.5029e-05
1.1267e-08,3.53754e-08,3.53754e-05
1.1357e-08,3.58932e-08,3.58932e-05
1.1447e-08,3.65659e-08,3.65659e-05
1.1537e-08,3.7197799999999996e-08,3.71978e-05
1.1627e-08,3.78984e-08,3.78984e-05
1.1717e-08,3.89757e-08,3.89757e-05
1.1807e-08,4.00802e-08,4.00802e-05
1.1897e-08,4.11076e-08,4.11076e-05
1.1987e-08,4.20593e-08,4.20593e-05
1.2077e-08,4.29177e-08,4.29177e-05
1.2167e-08,4.36809e-08,4.36809e-05
1.2257e-08,4.4361499999999997e-08,4.43615e-05
1.2347e-08,4.49726e-08,4.49726e-05
1.2437e-08,4.55264e-08,4.55264e-05
1.2527e-08,4.60314e-08,4.60314e-05
1.2617e-08,4.64907e-08,4.64907e-05
1.2707e-08,4.69079e-08,4.69079e-05
1.2797e-08,4.72883e-08,4.72883e-05
1.2887e-08,4.76372e-08,4.76372e-05
1.2977e-08,4.7959e-08,4.7959e-05
1.3067e-08,4.82578e-08,4.82578e-05
1.3157e-08,4.85376e-08,4.85376e-05
1.3247e-08,4.8801399999999997e-08,4.88014e-05
1.3337e-08,4.90514e-08,4.90514e-05
1.3427e-08,4.9288600000000004e-08,4.92886e-05
1.3517e-08,4.9514e-08,4.9514e-05
1.3607e-08,4.97288e-08,4.97288e-05
1.3697e-08,4.99345e-08,4.99345e-05
1.3787e-08,5.0132300000000005e-08,5.01323e-05
1.3877e-08,5.03235e-08,5.03235e-05
1.3967e-08,5.05088e-08,5.05088e-05
1.4057e-08,5.0688900000000006e-08,5.06889e-05
1.4147e-08,5.08644e-08,5.08644e-05
1.4237e-08,5.1035700000000005e-08,5.10357e-05
1.4327e-08,5.12031e-08,5.12031e-05
1.4417e-08,5.13668e-08,5.13668e-05
1.4507e-08,5.15271e-08,5.15271e-05
1.4597e-08,5.1684200000000006e-08,5.16842e-05
1.4687e-08,5.18381e-08,5.18381e-05
1.4777e-08,5.19887e-08,5.19887e-05
1.4867e-08,5.21363e-08,5.21363e-05
1.4957e-08,5.2281000000000003e-08,5.2281e-05
1.5047e-08,5.2423000000000006e-08,5.2423e-05
1.5137e-08,5.25625e-08,5.25625e-05
1.5227e-08,5.26997e-08,5.26997e-05
1.5317e-08,5.28349e-08,5.28349e-05
1.5407e-08,5.29682e-08,5.29682e-05
1.5497e-08,5.3099600000000004e-08,5.30996e-05
1.5587e-08,5.32294e-08,5.32294e-05
1.5677e-08,5.33575e-08,5.33575e-05
1.5767e-08,5.34839e-08,5.34839e-05
1.5857e-08,5.3608700000000004e-08,5.36087e-05
1.5947e-08,5.3732e-08,5.3732e-05
1.6037e-08,5.3854100000000006e-08,5.38541e-05
1.6127e-08,5.39748e-08,5.39748e-05
1.6217e-08,5.4094200000000005e-08,5.40942e-05
1.6307e-08,5.4212400000000004e-08,5.42124e-05
1.6397e-08,5.4329400000000005e-08,5.43294e-05
1.6487e-08,5.44453e-08,5.44453e-05
1.6577e-08,5.45603e-08,5.45603e-05
1.6667e-08,5.46742e-08,5.46742e-05
1.6757e-08,5.4787100000000005e-08,5.47871e-05
1.6847e-08,5.4898899999999995e-08,5.48989e-05
1.6937e-08,5.50099e-08,5.50099e-05
1.7027e-08,5.5119700000000004e-08,5.51197e-05
1.7117e-08,5.52286e-08,5.52286e-05
1.7207e-08,5.53366e-08,5.53366e-05
1.7297e-08,5.54437e-08,5.54437e-05
1.7387e-08,5.5550000000000004e-08,5.555e-05
1.7477e-08,5.5655500000000005e-08,5.56555e-05
1.7567e-08,5.57601e-08,5.57601e-05
1.7657e-08,5.58641e-08,5.58641e-05
1.7747e-08,5.59674e-08,5.59674e-05
1.7837e-08,5.607e-08,5.607e-05
1.7927e-08,5.6171999999999995e-08,5.6172e-05
1.8017e-08,5.6273500000000004e-08,5.62735e-05
1.8107e-08,5.63743e-08,5.63743e-05
1.8197e-08,5.647450000000001e-08,5.64745e-05
1.8287e-08,5.65741e-08,5.65741e-05
1.8377e-08,5.66731e-08,5.66731e-05
1.8467e-08,5.67715e-08,5.67715e-05
1.8557e-08,5.68694e-08,5.68694e-05
1.8647e-08,5.69667e-08,5.69667e-05
1.8737e-08,5.70633e-08,5.70633e-05
1.8827e-08,5.7159400000000004e-08,5.71594e-05
1.8917e-08,5.72549e-08,5.72549e-05
1.9007e-08,5.73499e-08,5.73499e-05
1.9097e-08,5.74445e-08,5.74445e-05
1.9187e-08,5.75387e-08,5.75387e-05
1.9277e-08,5.7632500000000003e-08,5.76325e-05
1.9367e-08,5.7725900000000005e-08,5.77259e-05
1.9457e-08,5.7819e-08,5.7819e-05
1.9547e-08,5.79118e-08,5.79118e-05
1.9637e-08,5.8004200000000005e-08,5.80042e-05
1.9727e-08,5.8096200000000004e-08,5.80962e-05
1.9817e-08,5.8188e-08,5.8188e-05
1.9907e-08,5.82795e-08,5.82795e-05
1.9997e-08,5.83706e-08,5.83706e-05
2.0087e-08,5.8461500000000004e-08,5.84615e-05
2.0177e-08,5.8552e-08,5.8552e-05
2.0267e-08,5.86423e-08,5.86423e-05
2.0357e-08,5.87323e-08,5.87323e-05
2.0447e-08,5.88221e-08,5.88221e-05
2.0537e-08,5.89117e-08,5.89117e-05
2.0627e-08,5.90011e-08,5.90011e-05
2.0717e-08,5.9090400000000003e-08,5.90904e-05
2.0807e-08,5.91794e-08,5.91794e-05
2.0897e-08,5.9268100000000004e-08,5.92681e-05
2.0987e-08,5.93565e-08,5.93565e-05
2.1077e-08,5.9444500000000007e-08,5.94445e-05
2.1167e-08,5.95321e-08,5.95321e-05
2.1257e-08,5.96195e-08,5.96195e-05
2.1347e-08,5.97065e-08,5.97065e-05
2.1437e-08,5.97934e-08,5.97934e-05
2.1527e-08,5.988e-08,5.988e-05
2.1617e-08,5.99663e-08,5.99663e-05
2.1707e-08,6.00523e-08,6.00523e-05
2.1797e-08,6.01382e-08,6.01382e-05
2.1887e-08,6.02239e-08,6.02239e-05
2.1977e-08,6.030940000000001e-08,6.03094e-05
2.2067e-08,6.03949e-08,6.03949e-05
2.2157e-08,6.04803e-08,6.04803e-05
2.2247e-08,6.05657e-08,6.05657e-05
2.2337e-08,6.06511e-08,6.06511e-05
2.2427e-08,6.07365e-08,6.07365e-05
2.2517e-08,6.08216e-08,6.08216e-05
2.2607e-08,6.09064e-08,6.09064e-05
2.2697e-08,6.09911e-08,6.09911e-05
2.2787e-08,6.107570000000001e-08,6.10757e-05
2.2877e-08,6.11606e-08,6.11606e-05
2.2967e-08,6.15094e-08,6.15094e-05
2.3057e-08,6.21437e-08,6.21437e-05
2.3147e-08,6.3007e-08,6.3007e-05
2.3237e-08,6.38507e-08,6.38507e-05
2.3327e-08,6.46444e-08,6.46444e-05
2.3417e-08,6.53875e-08,6.53875e-05
2.3507e-08,6.60682e-08,6.60682e-05
2.3597e-08,6.669020000000001e-08,6.66902e-05
2.3687e-08,6.72613e-08,6.72613e-05
2.3777e-08,6.77793e-08,6.77793e-05
2.3867e-08,6.824590000000001e-08,6.82459e-05
2.3957e-08,6.866980000000001e-08,6.86698e-05
2.4047e-08,6.90586e-08,6.90586e-05
2.4137e-08,6.94184e-08,6.94184e-05
2.4227e-08,6.975310000000001e-08,6.97531e-05
2.4317e-08,7.00652e-08,7.00652e-05
2.4407e-08,7.03554e-08,7.03554e-05
2.4497e-08,7.06234e-08,7.06234e-05
2.4587e-08,7.08705e-08,7.08705e-05
2.4677e-08,7.109860000000001e-08,7.10986e-05
2.4767e-08,7.131039999999999e-08,7.13104e-05
2.4857e-08,7.15086e-08,7.15086e-05
2.4947e-08,7.169550000000001e-08,7.16955e-05
2.5037e-08,7.187339999999999e-08,7.18734e-05
2.5127e-08,7.20439e-08,7.20439e-05
2.5217e-08,7.220830000000001e-08,7.22083e-05
2.5307e-08,7.23675e-08,7.23675e-05
