
                  X             Displacement          Force      

                0.                 0.                 2.65708    
              100.E-06            23.4991E-03         1.91869E+03
              200.004E-06         46.9914E-03         3.65466E+03
              300.001E-06         70.4776E-03         5.52225E+03
              400.005E-06         93.9652E-03         7.24306E+03
              500.002E-06        117.451E-03          7.45375E+03
              600.006E-06        140.981E-03          7.61205E+03
              700.003E-06        164.527E-03          7.74995E+03
              800.E-06           188.074E-03          7.86049E+03
              900.004E-06        211.622E-03          7.94791E+03
                1.E-03           235.168E-03          8.02394E+03
                1.1E-03          258.668E-03          8.09398E+03
                1.2E-03          282.094E-03          8.15267E+03
                1.30001E-03      305.521E-03          8.2002E+03 
                1.4E-03          328.947E-03          8.2405E+03 
                1.5E-03          352.372E-03          8.27503E+03
                1.6E-03          375.8E-03            8.30431E+03
                1.7E-03          399.225E-03          8.32967E+03
                1.80001E-03      422.653E-03          8.35076E+03
                1.9E-03          446.078E-03          8.36831E+03
                2.00001E-03      469.717E-03          8.38296E+03
                2.1E-03          493.593E-03          8.39464E+03
                2.2E-03          517.654E-03          8.40342E+03
                2.3E-03          541.777E-03          8.40942E+03
                2.4E-03          565.9E-03            8.41299E+03
                2.5E-03          590.023E-03          8.41412E+03
                2.6E-03          614.145E-03          8.41287E+03
                2.7E-03          638.269E-03          8.40936E+03
                2.8E-03          662.392E-03          8.4037E+03 
                2.90001E-03      686.516E-03          8.39581E+03
                3.00001E-03      710.639E-03          8.38583E+03
                3.1E-03          734.762E-03          8.37387E+03
                3.2E-03          758.884E-03          8.35987E+03
                3.3E-03          783.008E-03          8.34394E+03
                3.4E-03          807.131E-03          8.32602E+03
                3.5E-03          831.253E-03          8.30612E+03
                3.6E-03          855.377E-03          8.28381E+03
                3.7E-03          879.499E-03          8.25891E+03
                3.80001E-03      903.624E-03          8.23222E+03
                3.90001E-03      927.746E-03          8.2038E+03 
                4.E-03           951.457E-03          8.17384E+03
                4.1E-03          975.087E-03          8.14227E+03
                4.2E-03          998.718E-03          8.10927E+03
                4.3E-03            1.02235            8.07455E+03
                4.4E-03            1.04598            8.03822E+03
                4.5E-03            1.06961            8.00028E+03
                4.6E-03            1.09271            7.96066E+03
                4.7E-03            1.11536            7.91935E+03
                4.8E-03            1.138              7.87627E+03
                4.90001E-03        1.16065            7.83145E+03
                5.E-03             1.18329            7.78479E+03
                5.1E-03            1.20663            7.73484E+03
                5.2E-03            1.23116            7.68015E+03
                5.3E-03            1.2557             7.62317E+03
                5.4E-03            1.28023            7.56376E+03
                5.5E-03            1.3044             7.50219E+03
                5.6E-03            1.32787            7.43913E+03
                5.70001E-03        1.35081            7.37467E+03
                5.8E-03            1.37484            7.30387E+03
                5.9E-03            1.39834            7.23022E+03
                6.E-03             1.42136            7.15488E+03
                6.1E-03            1.44539            7.07119E+03
                6.2E-03            1.46872            6.98462E+03
                6.3E-03            1.49199            6.89341E+03
                6.4E-03            1.51602            6.7935E+03 
                6.5E-03            1.53877            6.69206E+03
                6.6E-03            1.5629             6.5773E+03 
                6.7E-03            1.58601            6.46111E+03
                6.8E-03            1.60981            6.33516E+03
                6.9E-03            1.63358            6.20195E+03
                7.E-03             1.65593            6.06964E+03
                7.1E-03            1.68059            5.91991E+03
                7.2E-03            1.70406            5.76867E+03
                7.3E-03            1.72669            5.61957E+03
                7.4E-03            1.7504             5.45647E+03
                7.5E-03            1.77501            5.28468E+03
                7.6E-03            1.79805            5.11774E+03
                7.7E-03            1.82098            4.95806E+03
                7.8E-03            1.84333            4.79118E+03
                7.9E-03            1.86893            4.61013E+03
                8.E-03             1.89337            4.4432E+03 
                8.1E-03            1.91577            4.28463E+03
                8.2E-03            1.93817            4.13561E+03
                8.3E-03            1.96057            3.99713E+03
                8.4E-03            1.98108            3.86573E+03
                8.5E-03            2.00028            3.73961E+03
                8.6E-03            2.01948            3.62232E+03
                8.7E-03            2.03868            3.51034E+03
                8.8E-03            2.05788            3.40333E+03
                8.9E-03            2.07708            3.30139E+03
                9.E-03             2.11203            3.1263E+03 
                9.1E-03            2.15043            2.95448E+03
                9.2E-03            2.18108            2.79639E+03
                9.3E-03            2.20667            2.64953E+03
                9.4E-03            2.23227            2.51548E+03
                9.5E-03            2.25787            2.40059E+03
                9.6E-03            2.28348            2.29061E+03
                9.7E-03            2.30907            2.18393E+03
                9.8E-03            2.33467            2.08537E+03
                9.9E-03            2.35357            1.97139E+03
               10.E-03             2.36637            1.93923E+03




